scenario_id,defect_type,true_has_defect,pred_has_defect,true_start,true_end,pred_start,pred_end,onset_error_hours,signed_onset_error_hours,active_interval_iou,duration_error_hours,false_alarm_before_start,true_node_id,pred_top_node_id,pred_true_node_rank,true_active_top_node_id,true_active_true_node_rank,n_windows,n_pred_active_windows,n_true_active_windows,seed,node_id,min_monitor_hop,observability_tier,nearest_monitors,nearest_monitor_path_m,nearest_monitor_by_length,reciprocal_rank,hit_top1,hit_top3,hit_top5,hop_group,nearest_monitor_path_km
372,E,1,1,2025-01-01 06:00:00,2025-01-01 18:00:00,2025-01-01 03:10:00,2025-01-01 20:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,HS1344263,MH0242782,5.0,MH0242782,5.0,42,12,12,123,HS1344263,3,far,HS1316563,331.003716,HS1316563,0.2,0,0,1,"Far
3+ hops",0.331003716
71,I,1,1,2025-01-01 20:00:00,2025-01-02 02:00:00,2025-01-01 17:10:00,2025-01-02 04:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,MH0201710,MH0201710,1.0,MH0201710,1.0,42,6,6,123,MH0201710,3,far,HS1306571,563.8679890000001,HS1306571,1.0,1,1,1,"Far
3+ hops",0.5638679890000001
400,E,1,1,2025-01-01 06:00:00,2025-01-01 18:00:00,2025-01-01 04:10:00,2025-01-01 20:00:00,1.8333333333333333,-1.8333333333333333,0.7578947368421053,3.8333333333333335,1,MH0200661,VP0232532,2.0,VP0232532,2.0,42,11,12,123,MH0200661,4,far,HS1306571,920.8679890000001,HS1306571,0.5,0,1,1,"Far
3+ hops",0.9208679890000001
159,I,1,1,2025-01-01 14:00:00,2025-01-02 02:00:00,2025-01-01 11:10:00,2025-01-02 04:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,HS1314477,HS1314477,1.0,HS1314477,1.0,42,12,12,123,HS1314477,1,near,HS1308324,215.0,HS1308324,1.0,1,1,1,"Near
1-hop",0.215
418,E,1,1,2025-01-01 12:00:00,2025-01-02 00:00:00,2025-01-01 10:10:00,2025-01-02 03:00:00,1.8333333333333333,-1.8333333333333333,0.7128712871287128,4.833333333333333,1,VP0232532,MH0200661,2.0,MH0200661,2.0,42,12,12,123,VP0232532,5,far,HS1306571,1244.965842,HS1306571,0.5,0,1,1,"Far
3+ hops",1.244965842
272,E,1,1,2025-01-01 06:00:00,2025-01-02 00:00:00,2025-01-01 03:10:00,2025-01-01 15:00:00,2.833333333333333,-2.833333333333333,0.432,6.166666666666667,1,HS1308302,HS1308302,1.0,HS1308302,1.0,42,17,18,123,HS1308302,1,near,HS1308324;HS1308301,53.211163,HS1308301,1.0,1,1,1,"Near
1-hop",0.053211163
147,I,1,1,2025-01-01 08:00:00,2025-01-01 14:00:00,2025-01-01 05:10:00,2025-01-01 16:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1311473,HS1311473,1.0,HS1311473,1.0,42,6,6,123,HS1311473,1,near,HS1313001,191.0,HS1313001,1.0,1,1,1,"Near
1-hop",0.191
206,I,1,1,2025-01-01 14:00:00,2025-01-01 20:00:00,2025-01-01 11:10:00,2025-01-01 22:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,MH0242782,MH0242782,1.0,MH0242782,1.0,42,6,6,123,MH0242782,4,far,HS1316563,539.0394650000001,HS1316563,1.0,1,1,1,"Far
3+ hops",0.5390394650000001
279,E,1,1,2025-01-01 12:00:00,2025-01-01 18:00:00,2025-01-01 09:10:00,2025-01-01 20:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1311339,HS1311339,1.0,HS1311339,1.0,42,6,6,123,HS1311339,3,far,MH0100292,802.6006580000001,MH0100292,1.0,1,1,1,"Far
3+ hops",0.802600658
315,E,1,1,2025-01-01 00:00:00,2025-01-01 06:00:00,2025-01-01 00:10:00,2025-01-01 08:00:00,0.1666666666666666,0.1666666666666666,0.7291666666666666,1.8333333333333333,0,HS1313402,HS1313402,1.0,HS1313402,1.0,42,3,3,123,HS1313402,0,direct,HS1313402,0.0,HS1313402,1.0,1,1,1,"Direct
0-hop",0.0
332,E,1,1,2025-01-01 06:00:00,2025-01-01 18:00:00,2025-01-01 02:10:00,2025-01-01 20:00:00,3.8333333333333335,-3.8333333333333335,0.6728971962616822,5.833333333333333,1,HS1314477,HS1314237,3.0,HS1314237,3.0,42,13,12,123,HS1314477,1,near,HS1308324,215.0,HS1308324,0.3333333333333333,0,1,1,"Near
1-hop",0.215
65,I,1,1,2025-01-01 14:00:00,2025-01-01 20:00:00,2025-01-01 11:10:00,2025-01-01 22:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1316417,HS1316417,1.0,HS1316417,1.0,42,6,6,123,HS1316417,1,near,HS1313835,232.319558,HS1313835,1.0,1,1,1,"Near
1-hop",0.232319558
326,E,1,1,2025-01-01 06:00:00,2025-01-01 18:00:00,2025-01-01 03:10:00,2025-01-01 20:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,HS1314237,HS1314237,1.0,HS1314237,1.0,42,12,12,123,HS1314237,7,far,HS1306601,995.4186589999999,HS2003013,1.0,1,1,1,"Far
3+ hops",0.9954186589999999
388,E,1,1,2025-01-01 00:00:00,2025-01-01 18:00:00,2025-01-01 00:10:00,2025-01-01 20:00:00,0.1666666666666666,0.1666666666666666,0.8916666666666667,1.8333333333333333,0,HS2003111,HS2003046,5.0,HS2003046,5.0,42,15,15,123,HS2003111,5,far,HS1306601,768.2770509999999,HS2003013,0.2,0,0,1,"Far
3+ hops",0.7682770509999999
169,I,1,1,2025-01-01 14:00:00,2025-01-01 20:00:00,2025-01-01 11:10:00,2025-01-01 22:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1313205,HS1313205,1.0,HS1313205,1.0,42,6,6,123,HS1313205,0,direct,HS1313205,0.0,HS1313205,1.0,1,1,1,"Direct
0-hop",0.0
77,I,1,1,2025-01-01 08:00:00,2025-01-01 14:00:00,2025-01-01 05:10:00,2025-01-01 16:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1344263,HS1316643,3.0,HS1316643,3.0,42,6,6,123,HS1344263,3,far,HS1316563,331.003716,HS1316563,0.3333333333333333,0,1,1,"Far
3+ hops",0.331003716
291,E,1,1,2025-01-01 06:00:00,2025-01-01 12:00:00,2025-01-01 03:10:00,2025-01-01 14:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1313140,HS1313140,1.0,HS1313140,1.0,42,6,6,123,HS1313140,1,near,HS1313044,300.0,HS1313044,1.0,1,1,1,"Near
1-hop",0.3
351,E,1,1,2025-01-01 18:00:00,2025-01-02 18:00:00,2025-01-01 15:10:00,2025-01-02 20:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1316585,HS1316585,1.0,HS1316585,1.0,42,24,24,123,HS1316585,2,near,HS1316563,153.284515,HS1316563,1.0,1,1,1,"Near
2-hop",0.153284515
119,I,1,1,2025-01-01 02:00:00,2025-01-01 14:00:00,2025-01-01 00:10:00,2025-01-01 15:00:00,1.8333333333333333,-1.8333333333333333,0.8089887640449438,2.833333333333333,1,HS2003015,HS2003015,1.0,HS2003085,2.0,42,10,11,123,HS2003015,1,near,HS2003013,40.463476,HS2003013,1.0,1,1,1,"Near
1-hop",0.040463476
214,I,1,1,2025-01-01 08:00:00,2025-01-02 08:00:00,2025-01-01 05:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1344902,MH0258475,3.0,MH0258475,3.0,42,24,24,123,HS1344902,3,far,HS1316467,330.265839,HS1316467,0.3333333333333333,0,1,1,"Far
3+ hops",0.330265839
354,E,1,1,2025-01-01 00:00:00,2025-01-01 18:00:00,2025-01-01 00:10:00,2025-01-01 20:00:00,0.1666666666666666,0.1666666666666666,0.8916666666666667,1.8333333333333333,0,HS1316585,HS1316585,1.0,HS1316585,1.0,42,15,15,123,HS1316585,2,near,HS1316563,153.284515,HS1316563,1.0,1,1,1,"Near
2-hop",0.153284515
359,E,1,1,2025-01-01 12:00:00,2025-01-02 06:00:00,2025-01-01 09:10:00,2025-01-02 08:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1316643,HS1316643,1.0,HS1316643,1.0,42,18,18,123,HS1316643,3,far,HS1316467;HS1316563,138.806216,HS1316467,1.0,1,1,1,"Far
3+ hops",0.138806216
181,I,1,1,2025-01-01 14:00:00,2025-01-02 08:00:00,2025-01-01 11:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1316415,HS1316415,1.0,HS1316415,1.0,42,18,18,123,HS1316415,4,far,HS1316267,501.48219,HS1313835,1.0,1,1,1,"Far
3+ hops",0.50148219
349,E,1,1,2025-01-01 12:00:00,2025-01-02 06:00:00,2025-01-01 09:10:00,2025-01-02 08:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1316563,HS1316585,4.0,HS1316585,4.0,42,18,18,123,HS1316563,0,direct,HS1316563,0.0,HS1316563,0.25,0,0,1,"Direct
0-hop",0.0
381,E,1,1,2025-01-01 00:00:00,2025-01-01 18:00:00,2025-01-01 00:10:00,2025-01-01 19:00:00,0.1666666666666666,0.1666666666666666,0.9385964912280702,0.8333333333333334,0,HS2003046,HS1314237,3.0,HS1314237,3.0,42,14,15,123,HS2003046,1,near,HS1306601,303.09079399999996,HS2003013,0.3333333333333333,0,1,1,"Near
1-hop",0.30309079399999994
100,I,1,1,2025-01-01 02:00:00,2025-01-01 14:00:00,2025-01-01 00:10:00,2025-01-01 16:00:00,1.8333333333333333,-1.8333333333333333,0.7578947368421053,3.8333333333333335,1,HS1306601,HS2003015,3.0,HS2003015,3.0,42,11,11,123,HS1306601,0,direct,HS1306601,0.0,HS1306601,0.3333333333333333,0,1,1,"Direct
0-hop",0.0
362,E,1,1,2025-01-01 18:00:00,2025-01-02 18:00:00,2025-01-01 15:10:00,2025-01-02 20:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1316721,HS1316721,1.0,HS1316721,1.0,42,24,24,123,HS1316721,2,near,HS1316467,215.49990400000002,HS1316467,1.0,1,1,1,"Near
2-hop",0.21549990400000002
136,I,1,1,2025-01-01 08:00:00,2025-01-01 14:00:00,2025-01-01 05:10:00,2025-01-01 16:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1306571,HS1306554,2.0,HS1306554,2.0,42,6,6,123,HS1306571,0,direct,HS1306571,0.0,HS1306571,0.5,0,1,1,"Direct
0-hop",0.0
177,I,1,1,2025-01-01 20:00:00,2025-01-02 08:00:00,2025-01-01 17:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,HS1324403,HS1324403,1.0,HS1324403,1.0,42,12,12,123,HS1324403,1,near,HS1313044;HS1318293,23.0,HS1313044,1.0,1,1,1,"Near
1-hop",0.023
85,I,1,1,2025-01-01 14:00:00,2025-01-02 08:00:00,2025-01-01 11:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1313471,HS1313471,1.0,HS1313471,1.0,42,18,18,123,HS1313471,1,near,HS1313487,87.119865,HS1313487,1.0,1,1,1,"Near
1-hop",0.087119865
40,I,1,1,2025-01-01 14:00:00,2025-01-02 14:00:00,2025-01-01 11:10:00,2025-01-02 16:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1313298,HS1313298,1.0,HS1313298,1.0,42,24,24,123,HS1313298,0,direct,HS1313298,0.0,HS1313298,1.0,1,1,1,"Direct
0-hop",0.0
341,E,1,1,2025-01-01 06:00:00,2025-01-02 06:00:00,2025-01-01 03:10:00,2025-01-02 08:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1316202,HS1316202,1.0,HS1316202,1.0,42,24,24,123,HS1316202,2,near,HS1316267,267.173943,HS1313835,1.0,1,1,1,"Near
2-hop",0.267173943
3,I,1,1,2025-01-01 20:00:00,2025-01-02 08:00:00,2025-01-01 17:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,HS1313402,HS1313402,1.0,HS1313402,1.0,42,12,12,123,HS1313402,0,direct,HS1313402,0.0,HS1313402,1.0,1,1,1,"Direct
0-hop",0.0
312,E,1,1,2025-01-01 00:00:00,2025-01-02 00:00:00,2025-01-01 00:10:00,2025-01-02 02:00:00,0.1666666666666666,0.1666666666666666,0.9166666666666666,1.8333333333333333,0,HS1313402,HS1313402,1.0,HS1313402,1.0,42,21,21,123,HS1313402,0,direct,HS1313402,0.0,HS1313402,1.0,1,1,1,"Direct
0-hop",0.0
306,E,1,1,2025-01-01 06:00:00,2025-01-01 18:00:00,2025-01-01 03:10:00,2025-01-01 19:00:00,2.833333333333333,-2.833333333333333,0.7578947368421053,3.8333333333333335,1,HS1313298,HS1313298,1.0,HS1313298,1.0,42,11,12,123,HS1313298,0,direct,HS1313298,0.0,HS1313298,1.0,1,1,1,"Direct
0-hop",0.0
69,I,1,1,2025-01-01 20:00:00,2025-01-02 14:00:00,2025-01-01 17:10:00,2025-01-02 16:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1313025,HS1313025,1.0,HS1313025,1.0,42,18,18,123,HS1313025,0,direct,HS1313025,0.0,HS1313025,1.0,1,1,1,"Direct
0-hop",0.0
209,I,1,1,2025-01-01 08:00:00,2025-01-02 02:00:00,2025-01-01 05:10:00,2025-01-02 04:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,MH0242782,MH0242782,1.0,MH0242782,1.0,42,18,18,123,MH0242782,4,far,HS1316563,539.0394650000001,HS1316563,1.0,1,1,1,"Far
3+ hops",0.5390394650000001
254,E,1,1,2025-01-01 12:00:00,2025-01-01 18:00:00,2025-01-01 09:10:00,2025-01-01 20:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1306571,HS1306571,1.0,HS1306571,1.0,42,6,6,123,HS1306571,0,direct,HS1306571,0.0,HS1306571,1.0,1,1,1,"Direct
0-hop",0.0
335,E,1,1,2025-01-01 12:00:00,2025-01-01 18:00:00,2025-01-01 09:10:00,2025-01-01 20:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1314477,HS1314237,4.0,HS1314237,4.0,42,6,6,123,HS1314477,1,near,HS1308324,215.0,HS1308324,0.25,0,0,1,"Near
1-hop",0.215
340,E,1,1,2025-01-01 12:00:00,2025-01-02 06:00:00,2025-01-01 10:10:00,2025-01-02 08:00:00,1.8333333333333333,-1.8333333333333333,0.8244274809160306,3.8333333333333335,1,HS1314505,HS1314505,1.0,HS1314505,1.0,42,17,18,123,HS1314505,2,near,HS2003013,245.522129,HS2003013,1.0,1,1,1,"Near
2-hop",0.245522129
410,E,1,1,2025-01-01 06:00:00,2025-01-02 00:00:00,2025-01-01 03:10:00,2025-01-02 02:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,MH0201710,MH0200661,2.0,MH0200661,2.0,42,18,18,123,MH0201710,3,far,HS1306571,563.8679890000001,HS1306571,0.5,0,1,1,"Far
3+ hops",0.5638679890000001
112,I,1,1,2025-01-01 14:00:00,2025-01-02 14:00:00,2025-01-01 11:10:00,2025-01-02 16:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1306471,HS1306471,1.0,HS1306471,1.0,42,24,24,123,HS1306471,4,far,HS1316467,619.348917,HS1316467,1.0,1,1,1,"Far
3+ hops",0.619348917
225,I,1,1,2025-01-01 08:00:00,2025-01-02 02:00:00,2025-01-01 05:10:00,2025-01-01 15:00:00,2.833333333333333,-2.833333333333333,0.336,8.166666666666666,1,HS1330842,HS2003085,2.0,HS2003085,2.0,42,16,18,123,HS1330842,4,far,HS1306601,624.1955089999999,HS2003013,0.5,0,1,1,"Far
3+ hops",0.6241955089999999
33,I,1,1,2025-01-01 08:00:00,2025-01-01 14:00:00,2025-01-01 05:10:00,2025-01-01 16:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1311288,HS1311288,1.0,HS1311288,1.0,42,6,6,123,HS1311288,2,near,HS1313001,197.769231,HS1313001,1.0,1,1,1,"Near
2-hop",0.197769231
74,I,1,1,2025-01-01 08:00:00,2025-01-02 08:00:00,2025-01-01 05:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,MH0201710,MH0201710,1.0,MH0201710,1.0,42,24,24,123,MH0201710,3,far,HS1306571,563.8679890000001,HS1306571,1.0,1,1,1,"Far
3+ hops",0.5638679890000001
48,I,1,1,2025-01-01 20:00:00,2025-01-02 02:00:00,2025-01-01 17:10:00,2025-01-02 04:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1314505,HS1314505,1.0,HS1314505,1.0,42,6,6,123,HS1314505,2,near,HS2003013,245.522129,HS2003013,1.0,1,1,1,"Near
2-hop",0.245522129
127,I,1,1,2025-01-01 08:00:00,2025-01-02 02:00:00,2025-01-01 05:10:00,2025-01-02 04:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1308302,HS1308302,1.0,HS1308302,1.0,42,18,18,123,HS1308302,1,near,HS1308324;HS1308301,53.211163,HS1308301,1.0,1,1,1,"Near
1-hop",0.053211163
114,I,1,1,2025-01-01 20:00:00,2025-01-02 02:00:00,2025-01-01 17:10:00,2025-01-02 04:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1306471,HS1306471,1.0,HS1306471,1.0,42,6,6,123,HS1306471,4,far,HS1316467,619.348917,HS1316467,1.0,1,1,1,"Far
3+ hops",0.619348917
97,I,1,1,2025-01-01 20:00:00,2025-01-02 14:00:00,2025-01-01 17:10:00,2025-01-02 16:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1306601,HS2003015,3.0,HS2003015,3.0,42,18,18,123,HS1306601,0,direct,HS1306601,0.0,HS1306601,0.3333333333333333,0,1,1,"Direct
0-hop",0.0
226,I,1,1,2025-01-01 20:00:00,2025-01-02 08:00:00,2025-01-01 17:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,HS1316585,HS1316585,1.0,HS1316585,1.0,42,12,12,123,HS1316585,2,near,HS1316563,153.284515,HS1316563,1.0,1,1,1,"Near
2-hop",0.153284515
215,I,1,1,2025-01-01 20:00:00,2025-01-02 14:00:00,2025-01-01 17:10:00,2025-01-02 16:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1344902,MH0258475,2.0,MH0258475,2.0,42,18,18,123,HS1344902,3,far,HS1316467,330.265839,HS1316467,0.5,0,1,1,"Far
3+ hops",0.330265839
58,I,1,1,2025-01-01 20:00:00,2025-01-02 20:00:00,2025-01-01 17:10:00,2025-01-02 22:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1316814,HS1306471,2.0,HS1306471,2.0,42,24,24,123,HS1316814,4,far,HS1316467,335.87211,HS1316467,0.5,0,1,1,"Far
3+ hops",0.33587211
124,I,1,1,2025-01-01 14:00:00,2025-01-02 08:00:00,2025-01-01 11:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1313140,HS1313140,1.0,HS1313140,1.0,42,18,18,123,HS1313140,1,near,HS1313044,300.0,HS1313044,1.0,1,1,1,"Near
1-hop",0.3
107,I,1,1,2025-01-01 20:00:00,2025-01-02 20:00:00,2025-01-01 17:10:00,2025-01-02 22:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1313618,HS1313618,1.0,HS1313618,1.0,42,24,24,123,HS1313618,1,near,HS1313640,119.541045,HS1313640,1.0,1,1,1,"Near
1-hop",0.119541045
84,I,1,1,2025-01-01 02:00:00,2025-01-01 20:00:00,2025-01-01 00:10:00,2025-01-01 22:00:00,1.8333333333333333,-1.8333333333333333,0.8244274809160306,3.8333333333333335,1,HS1313471,HS1313471,1.0,HS1313471,1.0,42,17,17,123,HS1313471,1,near,HS1313487,87.119865,HS1313487,1.0,1,1,1,"Near
1-hop",0.087119865
18,I,1,1,2025-01-01 08:00:00,2025-01-02 02:00:00,2025-01-01 05:10:00,2025-01-02 04:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,MH0201629,MH0201629,1.0,MH0201629,1.0,42,18,18,123,MH0201629,3,far,HS1306571,684.731981,HS1306571,1.0,1,1,1,"Far
3+ hops",0.684731981
231,I,1,1,2025-01-01 20:00:00,2025-01-02 14:00:00,2025-01-01 17:10:00,2025-01-02 16:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1313253,HS1313253,1.0,HS1313253,1.0,42,18,18,123,HS1313253,0,direct,HS1313253,0.0,HS1313253,1.0,1,1,1,"Direct
0-hop",0.0
99,I,1,1,2025-01-01 08:00:00,2025-01-02 02:00:00,2025-01-01 05:10:00,2025-01-02 04:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1306601,HS2003015,3.0,HS2003015,3.0,42,18,18,123,HS1306601,0,direct,HS1306601,0.0,HS1306601,0.3333333333333333,0,1,1,"Direct
0-hop",0.0
323,E,1,1,2025-01-01 00:00:00,2025-01-01 12:00:00,2025-01-01 00:10:00,2025-01-01 14:00:00,0.1666666666666666,0.1666666666666666,0.8452380952380952,1.8333333333333333,0,HS1313835,HS1313835,1.0,HS1313835,1.0,42,9,9,123,HS1313835,0,direct,HS1313835,0.0,HS1313835,1.0,1,1,1,"Direct
0-hop",0.0
383,E,1,1,2025-01-01 00:00:00,2025-01-01 06:00:00,2025-01-01 00:10:00,2025-01-01 08:00:00,0.1666666666666666,0.1666666666666666,0.7291666666666666,1.8333333333333333,0,HS2003046,HS2003046,1.0,HS2003046,1.0,42,3,3,123,HS2003046,1,near,HS1306601,303.09079399999996,HS2003013,1.0,1,1,1,"Near
1-hop",0.30309079399999994
366,E,1,1,2025-01-01 18:00:00,2025-01-02 18:00:00,2025-01-01 15:10:00,2025-01-02 20:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1324403,HS1324403,1.0,HS1324403,1.0,42,24,24,123,HS1324403,1,near,HS1313044;HS1318293,23.0,HS1313044,1.0,1,1,1,"Near
1-hop",0.023
206,I,1,1,2025-01-01 14:00:00,2025-01-01 20:00:00,2025-01-01 11:10:00,2025-01-01 22:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,MH0242782,MH0242782,1.0,MH0242782,1.0,42,6,6,42,MH0242782,4,far,HS1316563,539.0394650000001,HS1316563,1.0,1,1,1,"Far
3+ hops",0.5390394650000001
35,I,1,1,2025-01-01 14:00:00,2025-01-02 14:00:00,2025-01-01 11:10:00,2025-01-02 16:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1311288,HS1311288,1.0,HS1311288,1.0,42,24,24,42,HS1311288,2,near,HS1313001,197.769231,HS1313001,1.0,1,1,1,"Near
2-hop",0.197769231
264,E,1,1,2025-01-01 00:00:00,2025-01-02 00:00:00,2025-01-01 00:10:00,2025-01-02 01:00:00,0.1666666666666666,0.1666666666666666,0.9533333333333334,0.8333333333333334,0,HS1306904,HS1306904,1.0,HS1306904,1.0,42,20,21,42,HS1306904,0,direct,HS1306904,0.0,HS1306904,1.0,1,1,1,"Direct
0-hop",0.0
367,E,1,1,2025-01-01 18:00:00,2025-01-02 18:00:00,2025-01-01 15:10:00,2025-01-02 20:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1324403,HS1324403,1.0,HS1324403,1.0,42,24,24,42,HS1324403,1,near,HS1313044;HS1318293,23.0,HS1313044,1.0,1,1,1,"Near
1-hop",0.023
92,I,1,1,2025-01-01 20:00:00,2025-01-02 08:00:00,2025-01-01 17:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,HS1314237,HS1314237,1.0,HS1314237,1.0,42,12,12,42,HS1314237,7,far,HS1306601,995.4186589999999,HS2003013,1.0,1,1,1,"Far
3+ hops",0.9954186589999999
340,E,1,1,2025-01-01 12:00:00,2025-01-02 06:00:00,2025-01-01 09:10:00,2025-01-02 08:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1314505,HS1314505,1.0,HS1314505,1.0,42,18,18,42,HS1314505,2,near,HS2003013,245.522129,HS2003013,1.0,1,1,1,"Near
2-hop",0.245522129
53,I,1,1,2025-01-01 14:00:00,2025-01-02 08:00:00,2025-01-01 11:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1316563,HS1316563,1.0,HS1316563,1.0,42,18,18,42,HS1316563,0,direct,HS1316563,0.0,HS1316563,1.0,1,1,1,"Direct
0-hop",0.0
346,E,1,1,2025-01-01 12:00:00,2025-01-02 06:00:00,2025-01-01 09:10:00,2025-01-02 08:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1316563,HS1316585,2.0,HS1316585,2.0,42,18,18,42,HS1316563,0,direct,HS1316563,0.0,HS1316563,0.5,0,1,1,"Direct
0-hop",0.0
265,E,1,1,2025-01-01 12:00:00,2025-01-02 06:00:00,2025-01-01 09:10:00,2025-01-02 07:00:00,2.833333333333333,-2.833333333333333,0.8244274809160306,3.8333333333333335,1,HS1306904,HS1306904,1.0,HS1306904,1.0,42,17,18,42,HS1306904,0,direct,HS1306904,0.0,HS1306904,1.0,1,1,1,"Direct
0-hop",0.0
242,I,1,1,2025-01-01 08:00:00,2025-01-01 14:00:00,2025-01-01 05:10:00,2025-01-01 16:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1344261,HS1344261,1.0,HS1344261,1.0,42,6,6,42,HS1344261,2,near,HS1316267,219.205225,HS1316267,1.0,1,1,1,"Near
2-hop",0.219205225
14,I,1,1,2025-01-01 14:00:00,2025-01-01 20:00:00,2025-01-01 11:10:00,2025-01-01 22:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,VP0232532,VP0232532,1.0,VP0232532,1.0,42,6,6,42,VP0232532,5,far,HS1306571,1244.965842,HS1306571,1.0,1,1,1,"Far
3+ hops",1.244965842
316,E,1,1,2025-01-01 00:00:00,2025-01-01 18:00:00,2025-01-01 00:10:00,2025-01-01 19:00:00,0.1666666666666666,0.1666666666666666,0.9385964912280702,0.8333333333333334,0,HS1313597,HS1313597,1.0,HS1313597,1.0,42,14,15,42,HS1313597,0,direct,HS1313597,0.0,HS1313597,1.0,1,1,1,"Direct
0-hop",0.0
89,I,1,1,2025-01-01 20:00:00,2025-01-02 08:00:00,2025-01-01 17:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,MH0200661,MH0200661,1.0,MH0200661,1.0,42,12,12,42,MH0200661,4,far,HS1306571,920.8679890000001,HS1306571,1.0,1,1,1,"Far
3+ hops",0.9208679890000001
